차량번호,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,제시번호,차량모델,제조사,가격
08가0874,16년03월(17년형),"141,000",디젤,오토,정보없음,SUV,"1,995",흰색,없음,없음,없음,211144748,올 뉴 투싼디젤(e-VGT R)2.0 4WD 프리미엄,현대,"1,650만원"
90모3410,07년03월(07년형),"392,000",디젤,수동,정보없음,트럭,"2,497",파랑색,없음,없음,없음,4542521,포터2초장축 더블캡 CRDi SUP 기본형,현대,230만원
107저1895,17년07월(18년형),"107,900",가솔린,오토,11.3,준중형,"1,591",흰색,없음,없음,없음,1040810017,더 뉴 쏘울1.6 가솔린 트렌디 ,기아,"1,100만원"
60라3419,12년07월(13년형),"142,260",디젤,오토,14.4,SUV,0,검정색,정보없음,없음,없음,2020055766,싼타페 DMR2.0 2WD EXCLUSIVE 기본형,현대,"1,249만원"
57더5606,18년04월(18년형),"22,269",가솔린,오토,11.2,SUV,"1,591",흰색,없음,없음,없음,2006004559,올 뉴 투싼가솔린 (Turbo GDi) 1.6T 2WD 프리미엄,현대,"2,490만원"
63러8947,12년07월(13년형),"109,368",가솔린,오토,12.3,준중형,"1,591",베이지,없음,없음,없음,2021077797,쏘울1.6 GDI 프랜드 에코플러스,기아,530만원
42오5983,11년01월(11년형),"99,630",LPG,오토,정보없음,중형,"1,998",흰색,없음,없음,없음,2021026047,YF쏘나타LPi 탑 ,현대,599만원
21주5694,18년07월(19년형),"48,047",하이브리드(가솔린),오토,18,중형,"1,999",쥐색,없음,없음,없음,91000646,더 뉴 K5 하이브리드 2세대2.0 HEV 노블레스,기아,"2,280만원"
107저1876,17년04월(18년형),"122,800",가솔린,오토,정보없음,중형,"1,999",흰색,없음,없음,없음,1040910045,쏘나타 뉴 라이즈2.0 스타일,현대,"1,340만원"
274너8483,19년10월(20년형),"28,870",가솔린,오토,12,중형,"1,999",회색,없음,없음,없음,2021047261,쏘나타 (DN8)2.0 프리미엄 패밀리,현대,"2,290만원"
72루9122,10년09월(11년형),"99,127",디젤,수동,정보없음,승합,"2,497",회색,없음,없음,없음,2021047306,그랜드스타렉스11인승 왜건 CVX 프리미엄,현대,590만원
107저1813,17년07월(18년형),"107,700",가솔린,오토,11.3,준중형,"1,591",흰색,없음,없음,없음,1040810013,더 뉴 쏘울1.6 가솔린 트렌디 ,기아,"1,490만원"
39거5556,17년03월(18년형),"37,178",가솔린,오토,11.6,중형,"2,000",회색,없음,없음,없음,201294388,쏘나타 뉴 라이즈2.0 프리미엄 스페셜,현대,"1,750만원"
157무7194,19년07월(20년형),"30,708",가솔린,오토,정보없음,대형,"2,497",검정색,없음,없음,없음,2021026357,K7 프리미어2.5 GDi 프레스티지,기아,"2,480만원"
13모2555,13년11월(14년형),"99,027",가솔린,오토,14,준중형,"1,591",흰색,없음,없음,없음,2021082378,K3노블레스 (12~),기아,910만원
388저5271,17년04월(17년형),"101,155",디젤,오토,13.8,SUV,"1,600",흰색투톤,없음,없음,없음,2020060404,티볼리 에어2WD RX ,쌍용,"1,070만원"
148마8397,17년03월(18년형),"114,391",가솔린,오토,11.2,대형,"2,359",검정색,없음,없음,없음,20211146503,그랜저IG2.4 프리미엄 기본형,현대,"1,739만원"
148마8366,17년03월(17년형),"105,089",가솔린,오토,11.2,대형,"2,359",검정색,없음,없음,없음,20211146489,그랜저IG2.4 프리미엄 기본형,현대,"1,689만원"
22너7655,10년10월(11년형),"75,564",가솔린,오토,정보없음,경차,999,회색,없음,없음,없음,2021083173,뉴모닝LX 기본형 블랙프리미엄,기아,230만원
107저1884,18년03월(18년형),"63,800",가솔린,오토,정보없음,경차,998,흰색,없음,없음,없음,1041310033,더 뉴 레이 밴1.0 가솔린 밴 기본형,기아,890만원
107저1898,17년03월(17년형),"134,500",가솔린,오토,정보없음,경차,998,흰색,없음,없음,없음,1041310003,레이밴2인승밴 고급형,기아,600만원
282서5049,14년03월(14년형),"291,168",디젤,오토,11.3,RV,"2,199",검정색,없음,없음,없음,20211152775,카니발 R뉴카니발 리무진 GLX 최고급형,기아,540만원
148마8302,17년05월(18년형),"134,665",LPG,오토,7.4,대형,"2,999",검정색,없음,없음,없음,20211151365,그랜저IG렌터카 3.0 LPi 익스클루시브 기본형,현대,"1,739만원"
107저1875,18년01월(18년형),"79,000",가솔린,오토,정보없음,경차,998,흰색,없음,없음,없음,1040610027,더 뉴 레이 밴1.0 가솔린 밴 기본형,기아,850만원
321오2186,14년04월(15년형),"152,683",LPG,오토,정보없음,중형,"1,999",흰색,없음,없음,없음,20214587965,LF쏘나타LPI 스마트 기본형,현대,769만원
107저1880,17년07월(18년형),"106,800",가솔린,오토,11.3,준중형,"1,591",흰색,없음,없음,없음,1040810011,더 뉴 쏘울1.6 가솔린 트렌디 ,기아,"1,160만원"
13머1900,13년01월(13년형),"164,000",하이브리드(가솔린),오토,16.8,중형,"1,999",검정색,없음,없음,없음,20200921,K5 하이브리드디럭스 ,기아,650만원
08도9535,17년02월(17년형),"72,764",가솔린,오토,정보없음,경차,998,흰색,없음,없음,없음,2021047177,레이밴2인승밴 고급형,기아,680만원
156우7123,17년06월(18년형),"85,075",LPG,오토,9.5,중형,0,흰색,정보없음,없음,없음,201297049,쏘나타 뉴 라이즈2.0 LPi 렌터카 프리미엄,현대,"1,650만원"
39구5789,17년04월(17년형),"100,816",가솔린,오토,11.1,대형,"2,359",검정색,없음,없음,없음,2021081084,올 뉴 K72.4 GDi 리미티드 ,기아,"1,700만원"
41무5934,12년06월(12년형),"96,171",가솔린,오토,정보없음,경차,998,검정색,없음,없음,없음,2021079878,all new 모닝럭셔리 ,기아,460만원
203가5158,18년01월(18년형),"81,800",가솔린,오토,12,중형,"1,999",검정색,없음,없음,없음,1032408016,쏘나타 뉴 라이즈2.0 모던,현대,"1,680만원"
79도2130,15년10월(15년형),"80,000",디젤,오토,정보없음,승합,12,노랑,없음,없음,없음,2020084172,그랜드스타렉스어린이보호차 럭셔리,현대,"1,220만원"
348보6810,17년09월(18년형),"73,000",가솔린,오토,7.8,대형,"3,342",검정색,없음,없음,없음,1040210115,EQ9003.3 T-GDI AWD 프리미엄 럭셔리,제네시스,"4,600만원"
74모9999,17년01월(17년형),"28,939",디젤,오토,정보없음,승합,0,노랑색,정보없음,없음,없음,2012999704,그랜드스타렉스15인승 어린이버스 럭셔리,현대,"2,120만원"
348보6803,17년01월(17년형),"58,000",가솔린,오토,정보없음,대형,"2,359",검정색,없음,없음,없음,1040610099,그랜저HGHG240 모던,현대,"1,530만원"
73누5902,11년01월(11년형),"158,010",디젤,오토,정보없음,승합,"2,500",은색,없음,없음,없음,2021026765,그랜드스타렉스12인승 왜건 CVX 럭셔리,현대,650만원
28우1870,18년04월(19년형),"20,069",가솔린,오토,정보없음,중형,"1,999",회색,없음,없음,없음,922,쏘나타 뉴 라이즈2.0 프리미엄 스페셜,현대,"1,450만원"
23저5191,15년09월(13년형),"140,415",가솔린,오토,8.4,스포츠카,"3,599",노랑색,정보없음,없음,없음,211166289,쉐보레 카마로3.6 RS,한국GM,"1,250만원"
348보6825,16년02월(16년형),"49,000",가솔린,오토,9.4,대형,"3,342",검정색,없음,없음,없음,1040610107,제네시스DHG330 모던 ,현대,"2,330만원"
02도8605,17년11월(18년형),"83,531",가솔린,오토,9,중형,"3,342",회색,없음,없음,없음,923,G70 SPORT3.3T SPORT Advanced,제네시스,"3,020만원"
32수5421,15년04월(15년형),"69,000",가솔린,오토,16.8,경차,995,흰색,없음,없음,없음,2021046284,쉐보레 스파크LS 기본형,한국GM,500만원
75오4969,11년07월(11년형),"138,437",디젤,오토,정보없음,RV,"2,199",진주색,없음,없음,없음,2020190717,카니발 R그랜드카니발 GLX R 스페셜,기아,790만원
348보6858,17년11월(18년형),"46,800",디젤,오토,17.3,소형,"1,582",회색,없음,없음,없음,1040810099,엑센트(신형)위트 1.6 VGT 모던 스페셜,현대,820만원
69도7951,18년07월(19년형),"25,834",디젤,오토,13.3,SUV,"2,199",흰색,없음,없음,1 건,2020037821,싼타페 TM디젤 2.2 2WD 인스퍼레이션,현대,"3,350만원"
68도4125,19년07월(19년형),"7,195",가솔린,CVT,15,경차,999,흰색,없음,없음,없음,2021029492,더 뉴 스파크Premier 기본형,한국GM,"1,130만원"
70가8756,12년11월(13년형),"126,000",디젤,오토,정보없음,RV,"2,199",흰색,없음,없음,없음,2021041896,카니발 R그랜드카니발 President ,기아,"1,050만원"
21버3493,17년12월(18년형),"62,000",가솔린,오토,11,대형,"2,359",회색,없음,없음,없음,1033010033,그랜저IG2.4 프리미엄 스페셜,현대,"2,490만원"
146부9333,20년07월(20년형),"14,973",가솔린,오토,11.8,SUV,"1,591",진주색,없음,없음,없음,2.02E+13,셀토스1.6 가솔린 터보 2WD 노블레스,기아,"2,689만원"
320서5841,16년03월(16년형),"78,444",가솔린,오토,정보없음,준중형,0,흰색,없음,없음,없음,547491,K3 유로트렌디 ,기아,999만원
25버0787,16년06월(16년형),"186,000",가솔린,오토,8.8,대형,"3,300",검정색,없음,없음,없음,2021093087,제네시스DHG330 프리미엄 AWD ,현대,"1,790만원"
60주4199,18년02월(18년형),"30,600",하이브리드(가솔린),오토,16.2,대형,"2,359",흰색,없음,없음,1 건,2021024309,올 뉴 K7 하이브리드노블레스 스페셜,기아,"3,090만원"
38도8488,19년01월(19년형),"40,700",가솔린,오토,정보없음,대형,"2,359",회색,없음,없음,없음,1033010031,그랜저IG2.4 익스클루시브 스페셜,현대,"2,840만원"
50무4230,07년04월(07년형),"156,956",가솔린,오토,10.8,중형,"1,998",흰색,없음,없음,없음,2.02E+11,NF쏘나타N20 Elegance special 기본형,현대,240만원
83우6150,19년04월(19년형),"13,000",LPG,수동,정보없음,트럭,"1,000",흰색,없음,없음,없음,2021036750,봉고31톤 내장탑차 초장축 LPI 플러스형 킹캡 럭셔리,기아,"1,390만원"
94주5819,18년02월(18년형),"90,788",디젤,오토,정보없음,트럭,"2,157",회색,없음,없음,없음,2021052689,렉스턴 스포츠2.2 2WD 프레스티지,쌍용,"1,850만원"
108저1934,17년10월(18년형),"89,500",가솔린,오토,정보없음,대형,"3,778",검정색,없음,없음,없음,1040210002,EQ9003.8 GDI 럭셔리,제네시스,"3,630만원"
55마8901,11년10월(12년형),"94,051",가솔린,오토,정보없음,준중형,"1,600",검정색,없음,없음,없음,2021028386,아반떼MDM16 GDi PREMIER ,현대,670만원
10모7287,17년10월(18년형),"55,000",디젤,오토,10.8,SUV,"1,597",파랑,없음,없음,없음,2021036755,티볼리 에어가솔린 2WD RX ,쌍용,"1,499만원"
163모6446,14년04월(15년형),"137,000",LPG,오토,정보없음,중형,"1,999",흰색,없음,없음,없음,1033010039,LF쏘나타LPI 스마트 기본형,현대,690만원
15두3240,08년06월(08년형),"215,350",가솔린,오토,정보없음,중형,"1,998",검정색,없음,없음,없음,120,NF쏘나타트랜스폼N20 Premier Black 고급형,현대,360만원
336루9841,19년10월(20년형),"38,708",가솔린,오토,11.8,SUV,"1,591",파랑색,없음,없음,없음,2.35E+11,셀토스1.6 가솔린 터보 4WD 노블레스,기아,"2,450만원"
14소5646,11년12월(12년형),"118,980",가솔린,오토,17,경차,998,진주색,없음,없음,없음,2021030022,all new 모닝디럭스 스페셜 ,기아,419만원
253보2774,18년06월(19년형),"24,699",가솔린,오토,정보없음,대형,"2,999",검정색,없음,없음,없음,325687512,그랜저IG3.0 익스클루시브 스페셜,현대,"2,999만원"
64두8493,09년07월(09년형),"167,911",가솔린,오토,정보없음,준중형,"1,598",회색,없음,없음,없음,2020106549,라세티 프리미어1.6 CDX 고급형,한국GM,270만원
36누5332,19년08월(19년형),"29,904",디젤,오토,11.4,SUV,"1,995",쥐색,없음,없음,없음,25369874,QM62.0 2WD RE Signature,르노삼성,"2,350만원"
33보6785,15년05월(16년형),"116,000",가솔린,오토,정보없음,경차,0,흰색,없음,없음,없음,122345656,더 뉴 모닝밴2인승밴 고급형,기아,395만원
166거5038,17년03월(17년형),"25,900",가솔린,오토,9.1,대형,"3,342",검정색,없음,없음,없음,1040610106,G80(DH)3.3 GDI 럭셔리,제네시스,"3,120만원"
63구1916,09년02월(09년형),"160,962",가솔린,오토,정보없음,중형,"1,998",검정색,없음,없음,없음,2020167812,SM5 뉴임프레션LE Exclusive ,르노삼성,230만원
106너4335,20년04월(20년형),"7,866",LPG,오토,7.4,대형,"2,999",검정,없음,없음,없음,2021030342,더 뉴 그랜저LPi 3.0 익스클루시브,현대,"3,699만원"
203가5174,18년01월(18년형),"85,500",가솔린,오토,12,중형,"1,999",검정색,없음,없음,없음,1032608007,쏘나타 뉴 라이즈2.0 모던,현대,"1,600만원"
59우6105,12년02월(12년형),"200,658",디젤,오토,정보없음,SUV,"1,995",회색,없음,없음,없음,85414785842,투싼ix디젤 2WD LX20 럭셔리,현대,659만원
134수9058,14년11월(15년형),"160,461",가솔린,오토,12.6,중형,"1,999",회색,없음,없음,없음,2021160461,LF쏘나타2.0 스마트 기본형,현대,819만원
83러5258,13년07월(13년형),"148,900",디젤,수동,정보없음,트럭,"2,497",파랑색,없음,없음,없음,1032908015,봉고31.2톤 초장축 킹캡 CRDi GLX,기아,880만원
11어4964,15년05월(15년형),"157,672",디젤,오토,정보없음,SUV,0,회색,정보없음,없음,없음,2020106626,싼타페 DMR2.0 2WD MODERN ,현대,"1,350만원"
63도9344,12년06월(13년형),"173,700",디젤,오토,12.4,SUV,"2,199",회색,없음,없음,없음,63도9344,싼타페 DMR2.2 4WD PREMIUM ,현대,"1,200만원"
09모7642,14년06월(15년형),"57,694",가솔린,CVT,15,준중형,"1,598",빨강색,없음,없음,없음,2021030294,SM3 네오SE 기본형,르노삼성,530만원
14루1615,15년09월(16년형),"110,077",디젤,오토,11.2,RV,"2,199",검정색,없음,없음,없음,20201321293,올 뉴 카니발9인승 2.2 디젤 노블레스,기아,"2,060만원"
20수5906,10년12월(11년형),"21,012",가솔린,오토,정보없음,경차,999,회색,없음,없음,없음,2021030126,뉴모닝LX 고급형 블랙프리미엄,기아,400만원
67부6443,15년01월(15년형),"96,651",디젤,오토,12.9,SUV,"1,995",회색,없음,없음,없음,2021029985,올 뉴쏘렌토디젤 2.0 2WD 노블레스,기아,"1,820만원"
92라0826,19년07월(19년형),"39,226",디젤,오토,정보없음,트럭,"2,157",흰색,없음,없음,없음,2021030041,렉스턴 스포츠2.2 4WD 노블레스,쌍용,"2,790만원"
362로7517,07년11월(08년형),"231,182",LPG,오토,정보없음,중형,"1,998",회색,없음,없음,없음,20201263237,로체 어드밴스LEX20 최고급형,기아,140만원
277우3621,18년08월(19년형),"12,310",디젤,오토,11.3,RV,"2,197",검정색,정보없음,없음,없음,201314707,더 뉴 카니발7인승 2.2 디젤 리무진 프레지던트,기아,"3,299만원"
63도0199,16년10월(17년형),"120,000",가솔린,오토,8.7,대형,0,회색,없음,없음,없음,2020201046,G80(DH)3.8 GDI AWD 프레스티지,제네시스,"2,850만원"
80더4128,08년08월(09년형),"226,770",디젤,수동,정보없음,승합,"2,500",은색,없음,없음,없음,2021028356,그랜드스타렉스5인승 밴 기본형,현대,450만원
89루2118,20년04월(20년형),"5,867",디젤,오토,정보없음,트럭,"2,157",빨강색,없음,없음,없음,2345234512,렉스턴 스포츠 칸2.2 디젤 다이내믹5링크 4WD 노블레스,쌍용,"3,300만원"
60거5005,12년05월(12년형),"189,700",가솔린,오토,17,경차,998,진주색,없음,없음,없음,1050608058,all new 모닝스마트 ,기아,290만원
330두5414,20년06월(20년형),"18,112",가솔린,오토,15.2,중형,"1,998",회색,없음,없음,없음,2021097399,G702.0T Elite,제네시스,"3,540만원"
101버9433,17년12월(18년형),"67,879",가솔린,오토,9.9,대형,0,검정색,정보없음,없음,없음,201325800,그랜저IG3.0 익스클루시브 스페셜,현대,"2,370만원"
301가5717,16년05월(16년형),"124,500",디젤,오토,15,SUV,"1,685",검정색,없음,없음,없음,301가5717,스포티지 4세대디젤 1.7 2WD 트렌디 ,기아,"1,160만원"
116다8259,20년03월(20년형),"22,459",가솔린,오토,13.2,SUV,"1,332",회색,없음,없음,없음,2.02E+13,XM31.3 Turbo Gasoline RE Signature,르노삼성,"2,189만원"
27우4028,11년03월(12년형),"108,723",가솔린,오토,정보없음,대형,"2,999",흰색,없음,없음,1 건,2021098371,더 프레스티지 K73.0 GDI 럭셔리,기아,750만원
76소7216,08년01월(08년형),"165,149",LPG,오토,정보없음,RV,"2,656",은색,없음,없음,없음,200212457,그랜드카니발LPI GLX 기본형,기아,630만원
62루8924,10년06월(11년형),"209,909",LPG,오토,정보없음,대형,0,인기색상,정보없음,없음,없음,2020107763,K7VG270 럭셔리,기아,570만원
257고8708,15년01월(15년형),"137,600",가솔린,오토,11.3,대형,"2,359",검정색,없음,없음,없음,1042710027,그랜저HGHG240 모던,현대,"1,190만원"
45보7915,10년10월(11년형),"155,361",가솔린,오토,정보없음,준중형,0,진주색,정보없음,없음,없음,2020062499,쏘울1.6 2U 세이프티,기아,580만원
382무7804,18년01월(18년형),"97,077",하이브리드(가솔린),오토,정보없음,중형,"1,999",쥐색,없음,없음,없음,101000012,쏘나타 뉴 라이즈 하이브리드2.0 HEV 프리미엄,현대,"1,930만원"
68러0519,16년07월(16년형),"86,500",디젤,오토,13.9,SUV,"1,995",진주색,없음,없음,없음,2020171658,스포티지 4세대디젤 2.0 2WD 프레스티지 ,기아,"1,670만원"
85우9529,15년09월(16년형),"119,000",디젤,오토,정보없음,트럭,"2,497",흰색,없음,없음,없음,1042908059,봉고31톤 파워게이트 초장축 2단 킹캡 럭셔리,기아,"1,320만원"
79보2980,13년05월(13년형),"124,967",디젤,오토,정보없음,RV,"2,199",흰색,없음,없음,없음,3568952465,카니발 R그랜드카니발 GLX 고급형,기아,699만원
24도8742,14년07월(14년형),"97,133",가솔린,오토,11.3,대형,"2,359",흰색,없음,없음,없음,233457892,더 뉴 K72.4 GDI 프레스티지 ,기아,"1,299만원"
126서6786,17년08월(17년형),"15,280",가솔린,오토,11.1,대형,"2,359",진주색,없음,없음,없음,20201331997,올 뉴 K72.4 GDi 리미티드 ,기아,"2,450만원"
303우3664,18년10월(19년형),"33,146",가솔린,CVT,15,경차,999,흰색,없음,없음,없음,105616563,더 뉴 스파크Premier 기본형,한국GM,950만원
05다8661,06년01월(05년형),"99,779",가솔린,오토,정보없음,중형,0,파랑색,정보없음,없음,없음,2020062796,뉴SM5LE ,르노삼성,199만원
347우2011,19년06월(19년형),"70,700",디젤,오토,10.5,SUV,"2,157",검정색,없음,없음,없음,1050408008,G4 렉스턴2.2 2WD 럭셔리,쌍용,"2,180만원"
73수4389,13년07월(14년형),"168,449",디젤,오토,정보없음,승합,"2,359",검정,없음,없음,없음,2020210696,그랜드스타렉스11인승 왜건 CVX 프리미엄,현대,920만원
102가9894,17년03월(17년형),"34,490",가솔린,오토,12.7,중형,"1,490",흰색,없음,없음,없음,236889434,올 뉴 말리부1.5 터보 LTZ,한국GM,"1,799만원"
73다9320,11년03월(11년형),"263,766",디젤,오토,정보없음,승합,"2,497",회색,없음,없음,없음,6216,그랜드스타렉스12인승 왜건 CVX 럭셔리,현대,580만원
268오8666,19년09월(20년형),"22,800",디젤,오토,13.8,SUV,"1,995",회색,없음,없음,없음,1040708068,더 뉴 쏘렌토2.0 디젤 4WD 프레스티지,기아,"2,590만원"
20러0649,14년02월(14년형),"106,625",하이브리드(가솔린),오토,16,대형,"2,359",검정색,없음,없음,없음,564333278,그랜저 하이브리드프리미엄 ,현대,"1,450만원"
25누8717,11년05월(11년형),"149,482",가솔린,오토,정보없음,대형,"2,359",검정색,없음,없음,없음,202033245,그랜저HGHG240 럭셔리,현대,825만원
341더8095,16년06월(16년형),"107,776",디젤,오토,13.1,SUV,"1,995",빨강색,없음,없음,없음,43,싼타페 더 프라임디젤 R2.0 2WD 5인승 익스클루시브 스페셜,현대,"1,590만원"
70고9347,10년07월(11년형),"115,900",디젤,오토,정보없음,승합,"2,497",검정색,없음,없음,없음,1041308007,그랜드스타렉스11인승 왜건 HVX VIP PACK,현대,830만원
59라0939,15년10월(16년형),"38,899",LPG,CVT,정보없음,대형,"1,998",검정색,없음,없음,없음,334323689,ALL New SM7 노바LPe ,르노삼성,"1,350만원"
72도6548,09년09월(10년형),"186,537",LPG,오토,정보없음,RV,"2,656",흰색,없음,없음,없음,2.02E+11,그랜드카니발LPI GX 그랜드팩,기아,660만원
143노3615,17년09월(18년형),"128,000",LPG,오토,7.6,대형,"2,999",회색,없음,없음,없음,2021128000,그랜저IG렌터카 3.0 LPi 모던 기본형,현대,"1,729만원"
79노9074,09년09월(09년형),"133,053",디젤,오토,정보없음,승합,"2,497",노란색,없음,없음,없음,543644,그랜드스타렉스어린이보호차 럭셔리,현대,550만원
374러4365,18년10월(19년형),"143,000",가솔린,오토,8.1,대형,"3,342",검정색,없음,없음,없음,1042608012,더 K93.3 T-GDI 4WD 마스터즈Ⅲ,기아,"3,640만원"
20구6289,15년03월(15년형),"151,979",디젤,오토,10.3,RV,"2,199",진주,없음,없음,없음,2021096233,올 뉴 카니발9인승 2.2 디젤 럭셔리,기아,"1,300만원"
53루2001,13년06월(14년형),"144,327",가솔린,오토,11.3,대형,"2,359",검정색,없음,없음,없음,2021056592,그랜저HGHG240 모던,현대,900만원
25누7752,12년09월(12년형),"136,190",디젤,오토,정보없음,SUV,0,흰색,정보없음,없음,없음,211181781,코란도C클러비 2WD 파크,쌍용,590만원
280주4194,15년04월(16년형),"85,659",가솔린,오토,8.8,대형,0,검정색,정보없음,없음,1 건,2020067309,제네시스DHG330 프리미엄 AWD ,현대,"2,240만원"
88로6858,12년07월(12년형),"82,000",디젤,수동,정보없음,트럭,"2,497",흰색,없음,없음,없음,1042810087,봉고31톤 윙바디 초장축 수동식 킹캡 럭셔리,기아,990만원
02두1900,14년12월(15년형),"115,236",가솔린,오토,7.6,대형,"5,038",검정색,없음,없음,없음,20211176475,더 뉴 K95.0 GDI 퀸텀 ,기아,"2,439만원"
60버0584,13년12월(14년형),"113,000",가솔린,오토,11.3,대형,"2,359",진주색,없음,없음,없음,2521000070,더 뉴 K72.4 GDI 프레스티지 스페셜 ,기아,995만원
21주6222,17년02월(17년형),"89,846",디젤,오토,10.3,RV,"2,199",검정색,없음,없음,없음,2021104142,올 뉴 카니발9인승 2.2 디젤 하이리무진 노블레스,기아,"2,890만원"
21거0887,15년11월(15년형),"77,423",디젤,오토,정보없음,SUV,"1,461",진주색,없음,없음,없음,2021058297,QM3RE ,르노삼성,850만원
70더9900,11년12월(12년형),"35,262",디젤,오토,정보없음,승합,"2,497",은색,없음,없음,없음,2021058041,그랜드스타렉스12인승 왜건 CVX 럭셔리,현대,950만원
65러7567,17년05월(18년형),"59,500",디젤,오토,10.5,SUV,"2,157",검정색,없음,없음,없음,1042808065,G4 렉스턴2.2 4WD 마제스티,쌍용,"2,580만원"
116라7942,17년08월(17년형),"45,935",디젤,오토,정보없음,SUV,"1,995",진주,없음,없음,1 건,2020050735,QM62.0 2WD RE Signature,르노삼성,"1,890만원"
34마9595,17년11월(18년형),"97,000",가솔린,오토,정보없음,대형,"3,778",회색,없음,없음,없음,1050308053,EQ9003.8 GDI 럭셔리,제네시스,"3,600만원"
10구1001,06년12월(07년형),"82,496",가솔린,오토,정보없음,중형,0,은색,정보없음,없음,없음,2020066254,뉴SM5SE ,르노삼성,150만원
37너8191,13년03월(13년형),"72,910",가솔린,오토,8.9,대형,"3,778",검정색,없음,없음,없음,335573234,에쿠스(신형)VS380 프리미엄,현대,"2,450만원"
127로6849,16년06월(16년형),"140,120",디젤,오토,10.3,RV,"2,199",흰색,없음,없음,없음,2020207763,올 뉴 카니발9인승 2.2 디젤 럭셔리,기아,"1,690만원"
30주7123,10년01월(10년형),"71,000",가솔린,오토,정보없음,경차,995,갈색,없음,없음,없음,201332130,마티즈 CREATIVEGROOVE 스타,한국GM,270만원
62나9703,14년04월(14년형),"58,754",가솔린,오토,15,준중형,"1,598",회색,없음,없음,없음,1111,뉴SM3SE ,르노삼성,630만원
04누7070,18년03월(18년형),"127,000",가솔린,오토,7.3,대형,"5,038",검정색,없음,없음,없음,1050308055,EQ9005.0 GDI AWD 프레스티지,제네시스,"4,200만원"
78무9911,19년06월(19년형),"16,000",LPG,수동,정보없음,승합,5,흰색,없음,없음,없음,2021029211,뉴 다마스5인승 코치 SUPER ,한국GM,720만원
22부4434,08년04월(08년형),"210,000",가솔린,오토,정보없음,대형,"3,342",회색,없음,없음,없음,2020107621,제네시스BH330 GRAND 기본형,현대,499만원
382조6711,17년03월(17년형),"91,900",가솔린,오토,9.1,대형,"3,342",검정색,없음,없음,없음,1042810040,G80(DH)3.3 GDI AWD 럭셔리,제네시스,"2,490만원"
64주8067,17년09월(18년형),"33,900",가솔린,오토,8.9,대형,"3,300",은색,없음,없음,없음,20201026,G80(DH)3.3 GDI 프리미엄 럭셔리,제네시스,"3,340만원"
282주2582,18년03월(18년형),"119,000",가솔린,오토,9.9,대형,"2,999",검정,없음,없음,1 건,2020110093,그랜저IG3.0 익스클루시브 스페셜,현대,"2,090만원"
237나6952,16년12월(17년형),"103,951",가솔린,오토,9.1,대형,0,회색,정보없음,없음,없음,201339478,G80(DH)3.3 GDI 럭셔리,제네시스,"2,490만원"
202무6440,17년02월(17년형),"55,900",디젤,오토,11.2,RV,"2,199",검정색,없음,없음,없음,1042808015,올 뉴 카니발7인승 2.2 디젤 리무진 VIP,기아,"2,240만원"
32수7796,14년08월(15년형),"91,501",디젤,오토,11.5,RV,0,은색,정보없음,없음,없음,201348495,올 뉴 카니발9인승 2.2 디젤 노블레스,기아,"1,880만원"
49소0807,04년02월(04년형),"297,136",CNG,오토,정보없음,대형,"2,972",검정색,없음,없음,없음,225548,에쿠스JS300 기본형,현대,250만원
26로3822,11년07월(12년형),"131,282",가솔린,오토,정보없음,경차,995,분홍색,없음,없음,없음,2020111782,쉐보레 스파크LS 스타,한국GM,299만원
62로6371,18년09월(18년형),"6,800",가솔린,오토,정보없음,경차,0,흰색,없음,없음,없음,2020081948,all new 모닝밴2인승밴 일반형,기아,720만원
57서1192,12년02월(12년형),"62,000",가솔린,오토,15,준중형,"1,598",회색,없음,없음,없음,2020081563,뉴SM3SE ,르노삼성,450만원
65로0384,09년10월(10년형),"250,000",LPG,오토,정보없음,중형,"1,998",회색,없음,없음,없음,2020068393,YF쏘나타LPI 럭셔리(장애인용) ,현대,360만원
18모5506,18년05월(18년형),"6,200",가솔린,수동,15.2,경차,999,회색,없음,없음,없음,20210519,더 넥스트 스파크LS 기본형,한국GM,599만원
59소0690,16년04월(16년형),"87,389",디젤,오토,11.2,RV,"2,199",진주색,없음,없음,없음,2020218444,올 뉴 카니발9인승 2.2 디젤 노블레스,기아,"2,050만원"
61두7538,10년05월(11년형),"87,200",LPG,오토,정보없음,대형,"2,656",회색,없음,없음,없음,20210515,K7LPI VG270 프레스티지,기아,799만원
56라5721,13년06월(14년형),"101,300",LPG,오토,정보없음,대형,"2,999",검정색,없음,없음,없음,20210506,그랜저HGLPG HG300 렌터카 프리미엄,현대,"1,350만원"
12더7814,14년06월(14년형),"210,000",디젤,오토,11.6,중형,"1,999",회색,없음,없음,없음,2220036186,쉐보레 말리부2.0 LT 디럭스팩,한국GM,380만원
78무4253,12년10월(13년형),"142,747",디젤,오토,정보없음,RV,"2,497",검정색,정보없음,없음,없음,201350433,그랜드스타렉스캠핑카 ,현대,"2,250만원"
156더4083,18년01월(18년형),"35,509",하이브리드(가솔린),오토,정보없음,중형,"1,999",회색,없음,없음,없음,20201356325,쏘나타 뉴 라이즈 하이브리드2.0 HEV 프리미엄,현대,"2,150만원"
